Title,Year,Age,IMDB,Rotten Tomatoes
Zac & Mia,2017,16+,8.1,
Step by Step,1991,all,6.5,
Outnumbered,2007,7+,8,
The Accident,2019,,6,92%
Dimension 404,2017,7+,6.6,80%
Laverne & Shirley,1976,all,6.9,
The Most Dangerous Animal of All,2020,16+,6.2,73%
The Kennedys,2011,18+,7.6,
Him & Her,2010,16+,7.8,
Un village français,2009,,8.3,
Alone Together,2018,16+,6.3,62%
Love Stage!!,2014,18+,7.3,
Burden of Truth,2018,16+,7.2,
Tiny Toon Adventures,1990,all,7.5,
Inside Amy Schumer,2013,18+,6,86%
The White Shadow,1978,,8,
WWE NXT,2010,7+,7.7,
Your Pretty Face Is Going to Hell,2013,18+,7.7,
The Incredible Hulk,1978,7+,7,
The Biggest Loser,2004,7+,5.4,
Dice,2016,18+,7.4,33%
Good Bones,2015,,7.3,
Yona of the Dawn,2014,16+,8.1,
Dates,2013,,7.5,88%
Duncanville,2020,16+,5.6,89%
Bluff City Law,2019,16+,6.8,36%
MEGALOBOX,2018,16+,7.8,
Rosewood,2015,16+,6.7,9%
20/20,1978,,6.6,
Hellsing,2001,16+,7.9,
Infinite Stratos,2011,18+,6.7,
Plastic Memories,2015,16+,7.3,
Midnattssol,2016,7+,7.5,
Intruders,2014,16+,6.7,39%
Bad Banks,2018,7+,8,
WWE Friday Night SmackDown,1999,7+,7.3,
Melrose Place,1992,16+,5.8,
To Love-Ru,2008,18+,6.9,
Locked Up Abroad,2006,16+,8.2,
Wiseguy,1987,7+,7.8,
Graves,2016,18+,6.5,50%
Popeye the Sailor,1960,all,7.1,
Perfect Harmony,2019,7+,6.6,62%
City Homicide,2001,,7.4,
Hillary,2020,18+,5.9,77%
Mountain Men,2012,7+,7.3,
Baywatch,1989,7+,5.3,
MasterChef Junior,2013,all,6.7,
Property Brothers,2011,all,7.2,
The Odd Couple,2015,7+,6.4,
Kingdom,2007,,7.9,
Guilty Crown,2011,16+,7.1,
A Certain Scientific Railgun,2009,16+,7.5,
Mister Ed,1961,all,7,
Sonic Boom,2014,7+,7,
Cardfight!! Vanguard,2011,16+,7.2,
The Bastard Executioner,2015,18+,6.2,47%
Clarence,2014,7+,6.5,
Utopia Falls,2020,7+,4.9,43%
Dual Survival,2010,16+,7.5,
Alias Smith and Jones,1971,7+,7.6,
House Hunters International,2006,all,7,
Danganronpa: The Animation,2013,18+,6.9,
Naked and Afraid XL,2015,16+,7.3,
Ben 10: Omniverse,2012,7+,5.7,
The Qwaser of Stigmata,2010,18+,5.5,
Haganai: I Don't Have Many Friends,2011,18+,7.2,
American Gladiators,1989,7+,6.5,
OK K.O.! Let's Be Heroes,2017,7+,7.1,
The Real Housewives of Beverly Hills,2010,16+,4.8,
Silk Stalkings,1991,16+,6.5,
Packed to the Rafters,2008,18+,7.4,
Damien,2016,16+,6.9,11%
Taggart,1983,18+,7.2,
The Asterisk War,2015,16+,6.8,
Hard Sun,2018,18+,6.6,48%
Justice League Action,2016,7+,7.7,
Some Girls,2012,16+,7.6,
Perfect Strangers,1986,7+,7.2,
Lost in Space,1965,all,7.2,
The Game,2006,16+,6.7,
Love Island,2015,,5.1,
America's Got Talent,2006,7+,5.8,
Ironside,1967,7+,6.9,
Deadbeat,2014,16+,7.5,
Cutthroat Kitchen,2013,all,7.2,
The Fruit of Grisaia,2014,18+,7.1,
Whose Line Is It Anyway? (UK),1988,7+,8.2,
Chivalry of a Failed Knight,2015,18+,7.4,
Alaska: The Last Frontier,2011,16+,7.7,
Married,2014,18+,7,56%
Every Witch Way,2014,7+,5,
Baghdad Central,2020,,7.1,88%
Living Single,1993,7+,7.3,
Clannad After Story,2009,7+,8.6,
Just Between Lovers,2017,,8,
Grimgar of Fantasy and Ash,2016,16+,7.5,
Wallander,2005,,7.6,
Deadly Women,2005,16+,8,
Fear Factor,2001,7+,5.6,
My Life as a Teenage Robot,2003,all,7,
Vanderpump Rules,2013,16+,5.4,
The Last Alaskans,2015,18+,8.5,
This Way Up,2019,,7.7,93%
D.Gray-man Hallow,2016,16+,7.7,
My 600-lb Life,2012,16+,6.6,
WATAMOTE,2013,16+,7.3,
My Love Story!!,2015,7+,7.8,
Love Island Australia,2018,18+,5.4,
"Doogie Howser, M.D.",1989,7+,6.5,
grown-ish,2018,16+,6.4,
Devil May Cry,2007,18+,7.1,
The Four: Battle for Stardom,2018,,4.1,17%
All Saints,1998,16+,7,
Bring It!,2014,7+,6.6,
Beck,1997,,7.4,
Maken-Ki! Battling Venus,2011,18+,6.2,
Designing Women,1986,7+,7,
Kämpfer,2009,18+,6.2,
Hunter,1984,7+,6.8,
Worst Cooks in America,2010,all,6.4,
Barbarians Rising,2016,18+,7.8,
Cake Boss,2009,7+,6.6,
Bering Sea Gold,2012,all,6.6,
The Real Housewives of New York City,2008,16+,4.3,
Itazura na Kiss,2008,,7.5,
Aesthetica of a Rogue Hero,2012,18+,7.2,
Mysteries at the Museum,2010,7+,8.1,
Blood Lad,2013,16+,7.1,
7th Heaven,1996,7+,5.2,
Voyage to the Bottom of the Sea,1964,7+,7.2,
Reef Break,2019,7+,5.9,33%
The Dana Carvey Show,1996,,7.3,80%
Primeval: New World,2012,16+,6.5,
Pramface,2012,16+,7.6,
Classroom of the Elite,2017,16+,7.4,
The Slap,2015,16+,7.6,67%
The Moodys,2019,16+,6.6,62%
Dietland,2018,16+,6.4,81%
Son of Zorn,2016,16+,6.7,58%
Buzzfeed Unsolved: Supernatural,2016,,8.7,
Devils Line,2018,18+,6.8,
Say Yes to the Dress,2007,7+,5.6,
Father Knows Best,1954,all,7.4,
Beyond the Boundary,2013,16+,7.3,
BuzzFeed Unsolved - True Crime,2016,,8.9,
Marido en Alquiler,2013,,8.4,
Hollywood Game Night,2013,7+,7.3,
Dog with a Blog,2012,all,4.8,
Disappeared,2010,16+,8,
Party of Five,2020,,5.3,
Date a Live,2013,18+,7,
Total Divas,2013,16+,6.5,
Golden Time,2013,16+,7.5,
Bloom,2019,18+,6.6,
Hunter Street,2017,all,6.8,
Daniel Deronda,2002,,7.2,
Good Doctor,2013,,8.1,
90 Day Fiancé: Happily Ever After?,2016,16+,6.3,
Outmatched,2020,7+,5.6,22%
The Passing Bells,2014,,6.9,
Kingdom,2012,16+,8,
Wise Man’s Grandchild,2019,16+,6.7,
Blast of Tempest,2012,16+,7.6,
The Bachelorette,2003,16+,3.4,62%
Swamp People,2010,7+,6.3,
Undercover Boss,2010,7+,5.8,
Doc McStuffins,2012,all,6.7,
Dante's Cove,2005,18+,6,
Axe Cop,2013,18+,7.4,70%
The Smile Has Left Your Eyes,2018,all,7.4,
Pure,2017,16+,7,
Zomboat!,2019,,6.9,
Kono Oto Tomare!: Sounds of Life,2019,7+,7.4,
Sex&Drugs&Rock&Roll,2015,16+,7.1,
OutDaughtered,2016,7+,7,
Accel World,2012,16+,7.2,
Project Runway All Stars,2012,7+,7,
School Rumble,2004,7+,7.8,
The Hills,2006,7+,3.5,52%
Slayers,1995,7+,7.5,
Keeping Up with the Kardashians,2007,16+,2.8,
Restaurant: Impossible,2011,all,6.8,
Love It or List It,2008,all,6.3,
East Los High,2013,16+,7,
Maison Close,2010,18+,6.7,
Total Bellas,2016,16+,5.8,
"Say ""I love you.""",2012,16+,7.4,
Dr. Pimple Popper,2018,16+,6.6,
"Good Morning, Miss Bliss",1988,all,6.8,
Bachelor in Paradise,2014,16+,5.2,
Three Sheets,2006,18+,8.2,
Paradox,2009,16+,7.1,
Guy's Grocery Games,2013,all,6.5,
Oreimo,2010,16+,6.5,
The Lowe Files,2017,7+,6.7,60%
Freakish,2016,16+,6.4,
The Next Step,2013,all,6,
The Driver,2014,16+,7,
Castaways,2018,,6.2,
The Real Housewives of New Jersey,2009,16+,4,
Good Eats: Reloaded,2018,all,8.8,
Butterfly,2018,,6.2,93%
The Electric Company,1971,all,8.1,
Tanked,2011,7+,6.6,
A Crime to Remember,2013,16+,8.3,
Air Gear,2006,18+,7.2,
Toilet-Bound Hanako-kun,2020,16+,7.5,
There's... Johnny!,2017,,7.2,83%
The Only Way Is Essex,2010,18+,3.1,
Quick Draw,2013,,7.6,
The Secret of Crickley Hall,2012,,6.9,
Curious George,2006,all,7.1,
Council of Dads,2020,7+,6.2,50%
The Real Housewives of Atlanta,2008,16+,4.3,
Iron Chef America,2005,all,7.1,
Black Bullet,2014,18+,7,
Mayo Chiki!,2011,18+,7.1,
Himouto! Umaru-chan,2015,16+,7,
"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",2020,16+,7.3,
Elena's Ghost,2015,16+,7.6,
Heathcliff,1984,7+,6.6,
Criminal Minds: Suspect Behavior,2011,16+,6.3,42%
Agent X,2015,16+,6.2,28%
An American Murder Mystery: The Staircase,2018,16+,7.5,
McHale's Navy,1962,all,7.4,
Trust Me,2017,,7,79%
Unexpected,2017,16+,5.8,
Astro Boy,1980,all,7.3,
Renegade,1992,,6,
Lincoln Heights,2007,7+,7.7,
ID: INVADED,2020,18+,7.7,
Black Jesus,2014,18+,6.9,
Melrose Place,2009,16+,6,60%
Is This a Zombie?,2011,16+,7.1,
The Comedians,2015,18+,6.7,58%
Celebrity Family Feud,2008,7+,6.1,
"I Love You, America",2017,18+,5.7,93%
Dragnet,1967,7+,7.5,
Battleground,2012,,7.9,73%
Wolf Girl & Black Prince,2014,16+,7.1,
Jumanji,1996,7+,6.4,
Hikaru no Go,2001,all,8.3,
Tim and Eric's Bedtime Stories,2014,18+,7.9,
Amagami SS,2010,7+,6.8,
Top Gear,2010,7+,5.3,
The Wine Show,2016,,8.9,
Arifureta: From Commonplace to World's Strongest,2019,16+,6.5,
No Activity,2017,18+,6.7,
The Food That Built America,2019,,8.4,
Little Women: LA,2014,16+,5.4,
Hetalia,2009,18+,7.4,
Attack on Titan: Junior High,2015,16+,6.6,
Hangin' with Mr. Cooper,1992,7+,6.4,
The F Word,2005,18+,6.9,
Jersey Shore,2009,16+,3.6,
The Commish,1991,16+,7.1,
Absolute Duo,2015,18+,6.5,
Kiri,2018,,6.6,89%
Prey,2014,16+,7.2,
The Bachelor Presents: Listen to Your Heart,2020,16+,5.2,
Weird Science,1994,,6.8,
Rick Steves' Europe,2000,all,8.4,
Baka and Test: Summon the Beasts,2010,7+,7.4,
Vanished,2006,18+,7,67%
The Circus,2016,16+,7.1,
Angels of Death,2018,18+,6.4,
Black Cat,2005,16+,7.1,
The Great Food Truck Race,2010,all,6.6,
Hollyoaks,1995,16+,4.7,
Archangel,2005,,6.5,
Blood-C,2011,18+,6.3,
Upper Middle Bogan,2013,16+,7.9,
"Nicky, Ricky, Dicky & Dawn",2014,all,5.1,
The New Woody Woodpecker Show,1999,all,6.5,
What Would You Do?,2008,7+,7.2,
Getting On,2009,16+,8.1,
The Lucy Show,1962,7+,7.2,
Big Windup!,2007,7+,7.6,
Love & Hip Hop Hollywood,2014,16+,5.2,
VanDread,2000,16+,7.1,
The Weekly,2019,18+,6.5,38%
Princess Tutu,2002,16+,8.1,
Plunderer,2020,16+,6.2,
James May's Man Lab,2010,,7.8,
Bedlam,2011,,6.6,44%
Second chance,2005,7+,6.9,
Born This Way,2015,7+,8.3,
Criminal Justice,2008,,7.8,
F*ck That's Delicious,2016,18+,8,
Unikitty,2017,7+,5.7,
Abandoned,2016,16+,8.4,
I Am Frankie,2017,all,6.1,
Fashion House,2006,18+,6.5,
Kids Baking Championship,2015,all,7,
Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,2019,,7.4,
Bizarre Foods with Andrew Zimmern,2006,7+,7.8,
Young Hercules,1998,7+,5.8,
Little Big Shots,2016,all,7.2,
Unusual Suspects,2010,16+,7.6,
Bless the Harts,2019,16+,4.9,82%
Jimmy Kimmel Live!,2003,16+,6.6,
The Little Couple,2009,all,6.8,
The Beautiful Lie,2015,,7.3,
Extreme Ghostbusters,1997,7+,6.9,
Marriage Boot Camp: Reality Stars,2014,16+,4.5,
Cold Squad,1998,16+,6.9,
Space Brothers,2012,16+,8.1,
The Real Housewives of Orange County,2006,16+,4.1,
Corpse Princess,2008,7+,6.9,
Genius Junior,2018,all,7.5,
Astra Lost in Space,2019,16+,8,
The Dick Cavett Show,1968,,8.4,
Obsession: Dark Desires,2014,16+,7.4,
Hakuoki -Demon Of The Fleeting Blossom-,2010,18+,7.4,
Webster,1983,all,5.7,
Ellen's Game of Games,2017,7+,5.6,
Diesel Brothers,2016,16+,6.6,
Feed the Beast,2016,16+,6.7,23%
Handy Manny,2006,all,5.5,
Amagi Brilliant Park,2014,16+,7,
Coupling,2000,7+,3.6,
Treehouse Masters,2013,7+,7.3,
My Favorite Martian,1963,all,7.3,
The Strange Calls,2012,18+,7.4,
Are You Smarter Than a 5th Grader?,2007,7+,4.9,
Taken at Birth,2019,,8.3,
Monster Rancher,1999,7+,7.1,
Blue Dragon,2007,,6.3,
The Bisexual,2018,,6,92%
Yu-Gi-Oh! 5D's,2008,all,6.7,
Alvinnn!!! and The Chipmunks,2015,7+,4.5,
Little Women: Atlanta,2016,16+,5.1,
Beat Bobby Flay,2014,all,6.3,
Saints & Sinners,2016,16+,7.3,
Ask This Old House,2002,all,7.6,
The Dude Perfect Show,2016,7+,6.6,
頭文字D First Stage,1998,7+,8.4,
Bong Appétit,2016,16+,8,
Arliss,1996,,7,
Watch Over Me,2006,16+,6.4,
Rosa Diamante,2012,,8.3,
Seed,2013,18+,5.6,67%
Black Blood Brothers,2006,16+,7.1,
Heartstrings,2011,16+,7.2,
The Impostor,2014,,7.8,
Tiger & Bunny,2011,16+,7.4,
Behind Bars: Rookie Year,2015,16+,7.7,
The Wall,2016,7+,6,
Worth It,2016,,8.6,
Flip or Flop,2013,all,6.1,
L.A. Dragnet,2003,,7.1,
Insane Pools: Off the Deep End,2015,7+,7.2,
Sin tetas no hay paraíso,2008,18+,5.6,
Aria the Scarlet Ammo,2011,16+,6.8,
The Last Defense,2018,,7.3,
The Gumby Show,1955,all,7,
Still 17,2018,,7.8,
Witchblade,2006,18+,7.2,
Madeline,1993,all,6.9,
Ruyi's Royal Love in the Palace,2018,,7.6,
The Romeo Section,2015,16+,6.9,
The Wallflower,2006,16+,7.5,
Little Mosque on the Prairie,2007,7+,5.6,
Curiosity,2011,16+,7.8,
Who Wants to Be a Millionaire,2020,16+,6.1,
Anyone But Me,2009,16+,7.1,
Life and Death Row,2014,,8.3,
Matador,2014,16+,5.7,67%
Threesome,2011,18+,7.6,
Kung Fu Panda: Legends of Awesomeness,2011,7+,6.1,
Undefeated Bahamut Chronicle,2016,,6.5,
Conviction,2006,16+,7,
High School USA!,2013,18+,6.4,44%
Cults and Extreme Belief,2018,16+,7.7,
NASA's Unexplained Files,2012,all,6.7,
Sister Wives,2010,16+,4.3,
Hunderby,2012,16+,7.4,
Australia's Next Top Model,2005,,6,
Nanny and the Professor,1970,,7.1,
I Am Jazz,2015,7+,4.1,
Below the Surface,2017,,7.2,
"Rica, Famosa, Latina",2014,,5.5,
StarTalk with Neil deGrasse Tyson,2015,all,7.8,
Total Wipeout,2009,,6,
Breaking Amish,2012,,5,
Flying Witch,2016,all,7.2,
Flea Market Flip,2012,all,6.6,
No Activity,2015,18+,7.9,
I Spy,1965,,7.1,
You Bet Your Life,1947,,8.4,
The First 48 Presents: Homicide Squad Atlanta,2019,16+,8.5,
The Hotwives of Orlando,2014,16+,7.4,85%
Bleak House,1985,,7.4,
T.U.F.F. Puppy,2010,7+,5.6,
Sherman's Showcase,2019,18+,5.4,100%
Wild Things with Dominic Monaghan,2013,16+,8.4,
The Gong Show,1976,7+,7,
The Murder of Laci Peterson,2017,16+,7.4,
Casey Anthony: An American Murder Mystery,2017,16+,7.2,
Sherlock Holmes,1954,,7.7,
Cake,2019,18+,6,
Murder in the Heartland,2017,16+,7.8,
My Strange Addiction,2010,16+,5.7,
Food Network Star,2005,7+,6.3,
Boy Band,2017,,5.2,
Dream Corp LLC,2016,16+,7.1,
Astroblast!,2014,all,6.7,
Here's Lucy,1968,all,6.9,
1969,2019,,6.9,
Celia,2015,,8.2,
Too Cute,2011,7+,8.5,
Holiday Baking Championship,2014,all,7.5,
Senryu Girl,2019,7+,7,
Flirty Dancing,2019,7+,6.6,100%
Hidden Potential,2018,7+,7.3,
Our Cartoon President,2018,18+,5.1,
Cupcake Wars,2010,all,5.8,
Brothers Conflict,2013,16+,6.1,
Dancing with the Stars,2005,7+,4.4,
Lucas Bros Moving Co,2013,18+,7,
Harvey Beaks,2015,7+,7,
The Aliens,2016,,6,
Who The (Bleep) Did I Marry?,2010,7+,6.6,
Brave 10,2012,7+,6.6,
Mischief of the Gods,2014,16+,7.2,
Beautiful Bones: Sakurako’s Investigation,2015,18+,6.9,
Nightmare Next Door,2011,16+,7.1,
Food Paradise,2007,all,8,
The Tesla Files,2018,,7.3,
The Librarians,2007,,6.9,
The Ambition of Oda Nobuna,2012,16+,6.5,
Dagashi Kashi,2016,16+,6.2,
Blade Dance of Elementalers,2014,16+,6.7,
Caillou,1998,all,4.1,
Caribbean Life,2014,all,6.7,
Jodi Arias: An American Murder Mystery,2018,,7,
Indebted,2020,16+,4.3,25%
Long Island Medium,2011,7+,4.8,
Kino's Journey: The Beautiful World - The Animated Series,2017,18+,7.1,
Broken Angel,2013,7+,7.1,
Cockroaches,2015,,6.2,
Victoria's Secret Fashion Show,1999,18+,8.2,
Tiny House Hunters,2014,all,6.1,
Jeopardy! The Greatest of All Time,2020,7+,8.6,
Saved by the Bell: The College Years,1993,7+,6.3,9%
Law & Order True Crime,2017,16+,7.4,
Aoharu x Machinegun,2015,16+,6.6,
Miz & Mrs,2018,16+,6.3,
Your Worst Nightmare,2014,16+,7,
Outbreak Company,2013,16+,7,
Psychic Detective Yakumo,2010,16+,6.7,
Mythbusters Jr.,2019,7+,6.8,
The Real Housewives of Potomac,2016,16+,4.3,
The Hunt with John Walsh,2014,16+,7.5,
House Hunters Renovation,2012,all,6.4,
"Neon Joe, Werewolf Hunter",2015,16+,7.2,
Filthy Rich,2016,,7.2,
Sanjay and Craig,2013,7+,4.4,
I Love New York,2007,16+,4.5,
Nabari no Ou,2008,16+,6.5,
Mr. D,2012,,6.5,
恋と選挙とチョコレート,2012,18+,7.2,
School of Rock,2016,all,4.3,
Living With Fran,2005,,5.8,
The Loop,2006,16+,7.4,
Uta no Prince-sama,2011,,6.5,
WITS Academy,2015,all,5.7,
The Munsters Today,1988,,5.3,
Holly Hobbie,2018,7+,6.4,
I Am Cait,2015,16+,3.5,86%
Basketball Wives LA,2011,7+,4.2,
The New Detectives,1996,7+,7.6,
Cash Cab,2008,,7.3,
Marrying Millions,2019,,5.7,
To Tell the Truth,2016,,6.4,
Property Virgins,2007,all,6.9,
Negima!,2005,7+,6.1,
Match Game,1973,16+,6,
Gap Year,2017,,7,
Love Connection,2017,,,
Wasted,2016,,7.4,
The Other Guy,2017,18+,6.8,
Snake City,2014,,8.6,
Make It Pop,2015,all,4.9,
Next Great Baker,2010,16+,5.9,
A Little Late with Lilly Singh,2019,16+,1.7,90%
Card Captor Sakura: Clear Card,2018,,7.9,
I Love Jenni,2011,7+,8.1,
Sex Sent Me to the ER,2013,18+,5.4,
Shark Week,1987,16+,8.1,
Tenchi Muyô! GXP,2002,7+,7.1,
Man Up!,2011,7+,6.6,21%
My Dead Ex,2018,,7.1,
Juana la virgen,2002,,5.9,
"Ready, Steady, Wiggle!",2013,all,8.4,
"The $100,000 Pyramid",2016,16+,6.2,
Gordon Ramsay's Home Cooking,2013,,8.5,
Napoleon Dynamite,2012,7+,6.4,25%
Kaleido Star,2003,16+,7.7,
Soul Eater Not!,2014,16+,5.7,
Part of Me,2014,16+,8.6,
Samurai Harem,2009,18+,5.9,
Tarzán,1991,,6,
Blade and Soul,2014,18+,6,
Late Night with Seth Meyers,2014,16+,6.1,
Paradise Run,2016,all,6,
Rock of Love with Bret Michaels,2007,18+,4.8,
Siblings,2014,,7.1,
Safe Harbor,1999,,7.3,83%
Destiny,2014,,9.6,
Alguien Te Mira,2010,7+,7.4,
The Millionaire Matchmaker,2008,7+,4.6,
Gugure! Kokkuri-san,2014,,7.4,
Scorned: Love Kills,2012,16+,6.8,
Sunnyside,2019,,4.9,38%
Bloque de Búsqueda,2016,,7.8,
"Pinky, Elmyra & the Brain",1998,,5.8,
Britain's Best Home Cook,2018,,7.8,
Aquarion,2005,18+,6.6,
Til Death Do Us Part,2019,,6.6,
Children of the Snow,2019,16+,7.3,
Major Lazer,2015,18+,7.5,
The Adventures of Paddington Bear,1997,all,7.1,
Miles from Tomorrowland,2015,all,6.7,
The Killer Speaks,2013,16+,7.4,
Flavor of Love,2006,16+,4.5,
The Tower of Druaga: The Aegis of Uruk,2008,7+,6.8,
Fresh Off the Boat,2012,16+,7.9,
Basilisk,2005,18+,4.6,
Stars Align,2019,16+,7,
American Gladiators,2008,,5.6,
Bridezillas,2004,16+,3.9,
The Chew,2011,7+,5.2,
The History of Comedy,2017,18+,7.8,
Metástasis,2014,16+,2.5,
The Awesomes,2013,16+,7.3,
Cake Wars,2015,all,6.1,
Sheriff Callie's Wild West,2013,all,6.4,
Nutri Ventures – The Quest for the 7 Kingdoms,2013,all,7.3,
Endlings,2020,,4.1,
The Riveras,2016,7+,6.9,
Beat Shazam,2017,16+,6.1,
Wicked Tuna: Outer Banks,2014,16+,6.5,
Fugget About It,2012,18+,5.8,
Side Effects,2013,,7.4,
Property Brothers: Buying and Selling,2012,all,7.1,
The High Fructose Adventures of Annoying Orange,2012,7+,2,
.hack,2002,7+,6.9,18%
Toopy and Binoo,2005,all,6.8,
Guidance,2015,7+,5.7,
The Menendez Murders: Erik Tells All,2017,,7.5,
Chopped Junior,2015,,6.6,
Max Steel,2000,7+,6.2,
"Demon Lord, Retry!",2019,16+,6.6,
Tarzan: The Epic Adventures,1996,,6.6,
Stacked,2005,7+,6,
The Cisco Kid,1950,,7.3,
Special A,2008,16+,7.3,
Beachfront Bargain Hunt,2013,all,6.7,
60 Days In: Narcoland,2019,16+,5.1,
Uncle Grandpa,2013,7+,4.2,
David Copperfield,1966,all,7.3,
Azur Lane,2019,16+,5.7,
Crimes of the Century,2013,,7.2,
The Kennedys,2015,7+,7.2,
Kids Behind Bars: Life or Parole,2019,,6.8,
Spartan: Ultimate Team Challenge,2016,7+,5.7,
VICE Investigates,2019,18+,6.2,
Swiss Family Robinson,1974,7+,7,
Hayate the Combat Butler,2007,,6.9,
Four Weddings,2009,7+,5.4,
Special 7: Special Crime Investigation Unit,2019,,6.3,
Extreme Homes,2012,all,7,
El Mariachi,2014,,8,
What on Earth?,2015,7+,5.8,
The Real Housewives of Miami,2011,16+,2.9,
Fujiko,2015,,9,
Hakumei and Mikochi,2018,16+,7.3,
Coppelion,2013,16+,6.1,
Flavor of Love Girls: Charm School,2007,,5.8,
WWE Main Event,2012,7+,6.5,
Hello Kitty's Furry Tale Theater,1987,all,6.2,
"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job.",2013,18+,6.4,
Dead Boss,2012,,6.6,
Sydney Sailboat,2015,,7.9,
Veni Vidi Vici,2017,18+,5.9,
Dies Irae,2017,18+,5.4,
1990s: The Deadliest Decade,2018,16+,7.9,
Afterlost,2019,,5.5,
Survival School,2008,,7,
Toddlers & Tiaras,2009,7+,1.8,
The Golden State Killer: It's Not Over,2018,16+,6.9,
"Golan, The Insatiable",2013,16+,6.8,
Kidô senshi Gandamu: The Origin I - Aoi hitomi no kyasubaru,2015,,7.5,
Divorce Court,1999,,4.1,
Hitler's Last Stand,2018,16+,,
Mental Samurai,2019,7+,6.1,
Chio's School Road,2018,,7.3,
The Furchester Hotel,2014,all,6.8,
Stone Quackers,2014,,6.7,
Garo: The Animation,2014,all,6.7,
Mrs. Piggle-Wiggle,1994,all,6.7,
Pinky Dinky Doo,2006,all,6.3,
Sea Rescue,2012,all,8.8,
Nightcap,2016,7+,4.9,
Abandoned,2012,,,
Spoilers,2012,,6.8,
Henry Hugglemonster,2013,all,5.2,
Love Thy Neighbor,2013,7+,4.2,
Love Daily,2018,,6.7,
Mighty Magiswords,2015,7+,4.9,
Hang Ups,2018,,6.3,
Urara Meirocho,2017,16+,7.3,
Mad Mad House,2004,,7.2,
"Ruff-Ruff, Tweet and Dave",2015,all,7.6,
Inside the NFL,1977,7+,6.9,
Girls Beyond the Wasteland,2016,,5.2,
Biography: The Trump Dynasty,2019,16+,6.9,
Special Forces,2012,,9,
Forged in Fire: Knife or Death,2018,,6.1,
All Night,2018,,5.6,
The Return,2013,16+,7.3,
Bajo el Mismo Cielo,2015,16+,7.9,
Chandra Levy: An American Murder Mystery,2017,16+,6.3,
NY-LON,2004,18+,7.5,
Dama y Obrero,2013,,7.7,
Infinite Dendrogram,2020,16+,6.5,
Sorcerous Stabber Orphen,2020,16+,6.5,
Behind the Mask,2013,,7.2,
Breadwinners,2005,7+,2.4,
My Super Sweet 16,2005,7+,1.8,
The Proposal,2018,,1.8,
To Catch a Smuggler,2012,7+,6.8,
Pamela Smart: An American Murder Mystery,2018,16+,6.6,
Murder on the Internet,2017,,7.2,
Zou,2012,,7.1,
Get Ace,2014,all,8.3,
Barefoot Contessa: Back to Basics,2002,all,7.4,
How The Earth Works,2013,,7.2,
BEM,2019,,5.9,
Dead By Dawn,2019,,7,
The Case That Haunts Me,2018,16+,7.5,
Kojak,2005,,5.4,33%
Jamie's Quick & Easy Food,2017,,8.4,
Meet the Press,1947,all,5.5,
Cruel Love,2010,7+,6.6,
Gigantor,1963,7+,6.9,
The Boonies,2016,,7,
Charlie Rose,1991,all,7.5,
Mickey's 90th Spectacular,2018,7+,7,
"Wiggle, Wiggle, Wiggle",2018,all,6.2,
Wives with Knives,2012,16+,6.6,
Big Block SingSong,2012,all,,
Dreamland,2014,,4.7,
Kendra on Top,2012,7+,3.8,
Beach Hunters,2016,,4.6,
The Powerpuff Girls,2016,7+,3.6,
Home Free,2015,all,7,
The Dating Guy,2009,18+,3.4,
Mix: Meisei Story,2019,7+,7.3,
Daisy of Love,2009,16+,4.5,
After School Dice Club,2019,16+,6.5,
The Young Turks,2005,16+,5.5,
Hungry Henry,2014,,9.5,
A3! Season Spring & Summer,2020,16+,5.6,
The Interrogation Room,2018,16+,7.7,
Planet Sheen,2010,7+,3,
Good Morning America,1975,all,4.6,
What Just Happened??! with Fred Savage,2019,16+,4.2,67%
ABC World News,1978,,5.8,
Twisted Sisters,2018,16+,6.4,
Phenoms,2018,7+,7.3,
The Last Days of Phil Hartman,2019,,7.8,
ClassicaLoid,2016,16+,6.4,
Runaways,2012,16+,7.8,
Many Sides of Jane,2019,,5.6,
Cooks vs. Cons,2016,7+,5.2,
Smile at the Runway,2020,16+,7,
Gensomaden Saiyuki,2000,16+,7.4,
Black Market: Dispatches,2016,18+,7.8,
WTF Baron Davis,2019,18+,7.5,
Container Homes,2016,,6.5,
Kourtney & Khloé Take the Hamptons,2014,16+,3.6,
Holiday Magic,2017,,7,
Truth & Iliza,2017,7+,5.3,
Blood Runs Cold,2018,16+,7.3,
Place to Place,2012,7+,6.6,
To LOVEる -とらぶる- ダークネス2nd,2012,16+,7.1,
L.A. Hair,2012,16+,6.2,
My Knight and Me,2016,all,4.4,
205 Live,2016,7+,7.1,
Steve Harvey's Funderdome,2017,7+,7,
Nightwatch Nation,2018,16+,,
Nightline,1980,7+,5.6,
Life of Kylie,2017,16+,3.5,
Showtime at the Apollo,1987,,5.5,
Mother Up!,2013,16+,4.5,
Nostradamus Effect,2009,,5.1,
American Scandals,2015,,8.4,
Eva La Trailera,2017,16+,7.2,
Jim Henson Presents Mother Goose Stories,1990,all,7.8,
American Greed: The Fugitives,2012,,8,
Man Finds Food,2015,7+,7.4,
Ancient Top 10,2016,16+,7.7,
The Great Christmas Light Fight,2013,all,6.3,
